start_date,incident_type,receiver_country,receiver_region,receiver_category,initiator_country,initiator_category,data_theft,has_disruption,disruption,hijacking,economic_impact,impact_indicator_value
2024-05-06,Disruption; Hijacking with Misuse,Brazil,SOUTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-07,Disruption; Hijacking with Misuse,Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,Critical infrastructure - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Ukraine,State,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-04-16,Data theft; Hijacking with Misuse; Ransomware,Italy,EUROPE; NATO; EU(MS),Critical infrastructure; Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition); Critical infrastructure; Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-04-30,Data theft; Hijacking with Misuse,Finland,EUROPE; EU(MS); NORTHEU,State institutions / political system,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2023-01-25,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-04-01,Hijacking without Misuse,Canada,NATO; NORTHAM,State institutions / political system,Not available,"Non-state actor, state-affiliation suggested",Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-05-11,Disruption,Japan,ASIA; SCS; NEA,Critical infrastructure,Not available,Not available,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-01,Disruption; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-07,Disruption,Kosovo,EUROPE; BALKANS; WBALKANS,State institutions / political system,Russia,"Non-state actor, state-affiliation suggested",Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-05-01,Data theft & Doxing; Hijacking with Misuse,EU (region),,State institutions / political system,Not available,Individual hacker(s),For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-08,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States; United States; United States,NATO; NORTHAM - NATO; NORTHAM - NATO; NORTHAM,Critical infrastructure - Critical infrastructure - Critical infrastructure,Russia,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2024-05-05,Hijacking with Misuse,Bolivia,SOUTHAM,Media,Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-01-01,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,4.0
2024-05-09,Hijacking with Misuse,Russia,EUROPE; EASTEU; CSTO; SCO,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Non-state-group,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-09,Hijacking with Misuse,Not available; Latvia, - EUROPE; NATO; EU(MS); NORTHEU,Unknown - Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition),Not available,Not available,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-05-09,Hijacking with Misuse,Ukraine; Ukraine,EUROPE; EASTEU - EUROPE; EASTEU,Media - Media,Russia,Unknown - not attributed,Not available,False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,5.0
2024-04-29,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system; Education,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-01-01,Hijacking without Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
2024-04-01,Data theft; Hijacking with Misuse,United Kingdom; United Kingdom,EUROPE; NATO; NORTHEU - EUROPE; NATO; NORTHEU,Corporate Targets (corporate targets only coded if the respective company is not part of the critical infrastructure definition) - State institutions / political system,China,State,For private / commercial targets: sensitive information (incident scores 2 points in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-04-13,Disruption; Hijacking with Misuse; Ransomware,France,EUROPE; NATO; EU(MS); WESTEU,State institutions / political system; Education,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,7.0
2024-05-05,Data theft; Hijacking with Misuse,France; France,EUROPE; NATO; EU(MS); WESTEU - EUROPE; NATO; EU(MS); WESTEU,Critical infrastructure - Critical infrastructure,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,8.0
2024-01-18,Data theft; Hijacking with Misuse,Italy,EUROPE; NATO; EU(MS),Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-05-04,Data theft; Disruption; Hijacking with Misuse; Ransomware,United States,NATO; NORTHAM,State institutions / political system,Not available,Non-state-group,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),True,Long-term disruption (> 24h; incident scores 2 points in intensity),"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,10.0
2024-05-03,Disruption,Russia; Russia; Russia,EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO - EUROPE; EASTEU; CSTO; SCO,Critical infrastructure - Critical infrastructure - Critical infrastructure,Ukraine,State,Not available,True,Short-term disruption (< 24h; incident scores 1 point in intensity),Not available,,6.0
2024-03-07,Data theft; Hijacking with Misuse,United States,NATO; NORTHAM,Critical infrastructure,Not available,Not available,For private / commercial targets: non-sensitive information (incident scores 1 point in intensity),False,Not available,"Hijacking, system misuse, e.g., through data theft and / or disruption (incident scores 2 points in intensity)",,6.0
2024-04-30,Disruption,Ecuador,,State institutions / political system,Not available,Not available,Not available,True,Long-term disruption (> 24h; incident scores 2 points in intensity),Not available,,8.0
2023-10-01,Hijacking without Misuse,Turkey; Turkey; Global (region),ASIA; NATO; MEA - ASIA; NATO; MEA - ,Critical infrastructure - Critical infrastructure - End user(s) / specially protected groups,Not available,Not available,Not available,False,Not available,"Hijacking, not used - empowerment (incident scores 1 point in intensity)",,5.0
